Vendor,PEN,Attribute,Number,OID,Type,EnumeratedValues,CapabilityFamily,Status,Pack,Semantic,Direction,Functionality
3GPP2,5535,3GPP2-Terminating-Number-SDBs,33,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Terminating-Number-SDBs."
3GPP2,5535,3GPP2-Originating-Number-SDBs,34,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Originating-Number-SDBs."
3GPP2,5535,3GPP2-IP-QoS,36,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-IP-QoS."
3GPP2,5535,3GPP2-Airlink-Priority,39,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Airlink-Priority."
3GPP2,5535,3GPP2-Airlink-Record-Type,40,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Airlink-Record-Type."
3GPP2,5535,3GPP2-R-P-Session-ID,41,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-R-P-Session-ID."
3GPP2,5535,3GPP2-Airlink-Sequence-Number,42,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Airlink-Sequence-Number."
3GPP2,5535,3GPP2-Received-HDLC-Octets,43,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Received-HDLC-Octets."
3GPP2,5535,3GPP2-Correlation-Id,44,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Correlation-Id."
3GPP2,5535,3GPP2-Module-Orig-Term-Indicator,45,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Module-Orig-Term-Indicator."
3GPP2,5535,3GPP2-Inbound-Mobile-IP-Sig-Octets,46,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Inbound-Mobile-IP-Sig-Octets."
3GPP2,5535,3GPP2-Outbound-Mobile-IP-Sig-Octets,47,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Outbound-Mobile-IP-Sig-Octets."
3GPP2,5535,3GPP2-Session-Continue,48,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Session-Continue."
3GPP2,5535,3GPP2-Active-Time,49,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Active-Time."
3GPP2,5535,3GPP2-DCCH-Frame-Size,50,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-DCCH-Frame-Size."
3GPP2,5535,3GPP2-Begin-Session,51,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Begin-Session."
3GPP2,5535,3GPP2-ESN,52,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-ESN."
3GPP2,5535,3GPP2-S-Key,54,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-S-Key."
3GPP2,5535,3GPP2-S-Request,55,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-S-Request."
3GPP2,5535,3GPP2-S-Lifetime,56,,date,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-S-Lifetime."
3GPP2,5535,3GPP2-MN-HA-SPI,57,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MN-HA-SPI."
3GPP2,5535,3GPP2-MN-HA-Shared-Key,58,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MN-HA-Shared-Key."
3GPP2,5535,3GPP2-Remote-IP-Address,59,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Remote-IP-Address."
3GPP2,5535,3GPP2-HRPD-Access-Authorization,60,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-HRPD-Access-Authorization."
3GPP2,5535,3GPP2-AT-Hardware-Identifier,61,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-AT-Hardware-Identifier."
3GPP2,5535,3GPP2-Remote-IPv6-Address,70,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Remote-IPv6-Address."
3GPP2,5535,3GPP2-Remote-Address-Table-Index,71,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Remote-Address-Table-Index."
3GPP2,5535,3GPP2-Remote-IPv4-Addr-Octet-Count,72,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Remote-IPv4-Addr-Octet-Count."
3GPP2,5535,3GPP2-Allowed-Diffserv-Marking,73,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Allowed-Diffserv-Marking."
3GPP2,5535,3GPP2-Service-Option-Profile,74,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Service-Option-Profile."
3GPP2,5535,3GPP2-DNS-Update-Required,75,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-DNS-Update-Required."
3GPP2,5535,3GPP2-Always-On,78,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Always-On."
3GPP2,5535,3GPP2-Foreign-Agent-Address,79,,ipaddr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Foreign-Agent-Address."
3GPP2,5535,3GPP2-Last-User-Activity-Time,80,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Last-User-Activity-Time."
3GPP2,5535,3GPP2-MN-AAA-Removal-Indication,81,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MN-AAA-Removal-Indication."
3GPP2,5535,3GPP2-RN-Packet-Data-Inactivity-Timer,82,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-RN-Packet-Data-Inactivity-Timer."
3GPP2,5535,3GPP2-Forward-PDCH-RC,83,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Forward-PDCH-RC."
3GPP2,5535,3GPP2-Forward-DCCH-Mux-Option,84,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Forward-DCCH-Mux-Option."
3GPP2,5535,3GPP2-Reverse-DCCH-Mux-Option,85,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Reverse-DCCH-Mux-Option."
3GPP2,5535,3GPP2-Forward-DCCH-RC,86,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Forward-DCCH-RC."
3GPP2,5535,3GPP2-Reverse-DHHC-RC,87,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Reverse-DHHC-RC."
3GPP2,5535,3GPP2-Session-Termination-Capability,88,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Session-Termination-Capability."
3GPP2,5535,3GPP2-Allowed-Persistent-TFTs,89,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Allowed-Persistent-TFTs."
3GPP2,5535,3GPP2-Prepaid-Acct-Quota,90,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Prepaid-Acct-Quota."
3GPP2,5535,3GPP2-Prepaid-acct-Capability,91,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Prepaid-acct-Capability."
3GPP2,5535,3GPP2-MIP-Lifetime,92,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP-Lifetime."
3GPP2,5535,3GPP2-Acct-Stop-Trigger,93,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Acct-Stop-Trigger."
3GPP2,5535,3GPP2-Service-Reference-Id,94,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Service-Reference-Id."
3GPP2,5535,3GPP2-DNS-Update-Capability,95,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-DNS-Update-Capability."
3GPP2,5535,3GPP2-Disconnect-Reason,96,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Disconnect-Reason."
3GPP2,5535,3GPP2-Remote-IPv6-Octet-Count,97,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Remote-IPv6-Octet-Count."
3GPP2,5535,3GPP2-PrePaid-Tariff-Switching,98,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-PrePaid-Tariff-Switching."
3GPP2,5535,3GPP2-Subnet,108,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Subnet."
3GPP2,5535,3GPP2-MEID,116,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MEID."
3GPP2,5535,3GPP2-DNS-Server-IP-Address,117,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-DNS-Server-IP-Address."
3GPP2,5535,3GPP2-MIP6-Home-Agent,118,,ipv6addr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-Home-Agent."
3GPP2,5535,3GPP2-MIP6-CoA,119,,ipv6addr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-CoA."
3GPP2,5535,3GPP2-MIP6-HoA-Not-Authorized,120,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-HoA-Not-Authorized."
3GPP2,5535,3GPP2-MIP6-Session-Key,121,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-Session-Key."
3GPP2,5535,3GPP2-MIP6-Accounting-Indication,122,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-Accounting-Indication."
3GPP2,5535,3GPP2-MIP6-Mesg-ID,123,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-Mesg-ID."
3GPP2,5535,3GPP2-Filter-Rule,124,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Filter-Rule."
3GPP2,5535,3GPP2-HTTP-Redirection-Rule,125,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-HTTP-Redirection-Rule."
3GPP2,5535,3GPP2-IP-Redirection-Rule,126,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-IP-Redirection-Rule."
3GPP2,5535,3GGP2-Hot-Line-Capability,127,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by 3GGP2-Hot-Line-Capability; the dictionary supplies wire metadata, not a complete behavioral specification."
3GPP2,5535,3GPP2-MIP6-Home-Link-Prefix,128,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-Home-Link-Prefix."
3GPP2,5535,3GPP2-Max-Auth-Aggregate-Bandwidth,130,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Max-Auth-Aggregate-Bandwidth."
3GPP2,5535,3GPP2-Auth-Flow-Profile-ID,131,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Auth-Flow-Profile-ID."
3GPP2,5535,3GPP2-Granted-QoS-Params,132,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Granted-QoS-Params."
3GPP2,5535,3GPP2-Max-Per-Flow-Priority,133,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Max-Per-Flow-Priority."
3GPP2,5535,3GPP2-MIP6-Authenticator,134,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-Authenticator."
3GPP2,5535,3GPP2-MIP6-MAC-Mobility-Data,138,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-MAC-Mobility-Data."
3GPP2,5535,3GPP2-Inter-User-Priority,139,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Inter-User-Priority."
3GPP2,5535,3GPP2-MIP6-Home-Agent-Attr-B,140,,ipv6addr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-Home-Agent-Attr-B."
3GPP2,5535,3GPP2-MIP6-HoA,141,,ipv6addr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-HoA."
3GPP2,5535,3GPP2-Carrier-ID,142,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Carrier-ID."
3GPP2,5535,3GPP2-GMT-Time-Zone-Offset,143,,signed,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-GMT-Time-Zone-Offset."
3GPP2,5535,3GPP2-Flow-ID,144,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Flow-ID."
3GPP2,5535,3GPP2-Flow-Status,145,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Flow-Status."
3GPP2,5535,3GPP2-Filtered-Octet-Count-Terminating,146,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Filtered-Octet-Count-Terminating."
3GPP2,5535,3GPP2-Filtered-Octet-Count-Originating,147,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-Filtered-Octet-Count-Originating."
3GPP2,5535,3GPP2-RSVP-Outbound-Octet-Count,163,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-RSVP-Outbound-Octet-Count."
3GPP2,5535,3GPP2-RSVP-Inbound-Octet-Count,164,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-RSVP-Inbound-Octet-Count."
3GPP2,5535,3GPP2-RSVP-Outbound-Packet-Count,165,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-RSVP-Outbound-Packet-Count."
3GPP2,5535,3GPP2-HA-Request,168,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-HA-Request."
3GPP2,5535,3GPP2-HA-Authorised,169,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-HA-Authorised."
3GPP2,5535,3GPP2-IP-Ver-Authorised,172,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-IP-Ver-Authorised."
3GPP2,5535,3GPP2-MIPv4-Mesg-Id,173,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIPv4-Mesg-Id."
3GPP2,5535,3GPP2-MIP6-HA-Local-Assigment-Capability,179,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-MIP6-HA-Local-Assigment-Capability."
3GPP2,5535,3GPP2-HAAA-MIP6-HA-Protocol-Capability-Indication,203,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-HAAA-MIP6-HA-Protocol-Capability-Indication."
3GPP2,5535,3GPP2-VAAA-Assigned-MIP6-HA,205,,ipv6addr,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-VAAA-Assigned-MIP6-HA."
3GPP2,5535,3GPP2-VAAA-Assigned-MIP6-HL,206,,octets,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-VAAA-Assigned-MIP6-HL."
3GPP2,5535,3GPP2-VAAA-MIP6-HA-Protocol-Capability-Indication,207,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-VAAA-MIP6-HA-Protocol-Capability-Indication."
3GPP2,5535,3GPP2-DNS-Server-IPv6-Address,214,,tlv,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by 3GPP2-DNS-Server-IPv6-Address."
Acc,5,Acc-Reason-Code,1,,integer,57,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Reason-Code; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Ccp-Option,2,,integer,2,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Ccp-Option; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Input-Errors,3,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Input-Errors; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Output-Errors,4,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Output-Errors; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Access-Partition,5,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Access-Partition; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Customer-Id,6,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Customer-Id; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Ip-Gateway-Pri,7,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Acc-Ip-Gateway-Pri."
Acc,5,Acc-Ip-Gateway-Sec,8,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Acc-Ip-Gateway-Sec."
Acc,5,Acc-Route-Policy,9,,integer,2,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Acc-Route-Policy."
Acc,5,Acc-ML-MLX-Admin-State,10,,integer,2,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by Acc-ML-MLX-Admin-State."
Acc,5,Acc-ML-Call-Threshold,11,,integer,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by Acc-ML-Call-Threshold."
Acc,5,Acc-ML-Clear-Threshold,12,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-ML-Clear-Threshold; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-ML-Damping-Factor,13,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-ML-Damping-Factor; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Tunnel-Secret,14,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Tunnel-Secret; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Clearing-Cause,15,,integer,56,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Clearing-Cause; the dictionary supplies wire metadata, not a complete behavioral specification."
Acc,5,Acc-Clearing-Location,16,,integer,8,Tenant/location,missing,,,,"Vendor tenant, realm, site, domain, or location context carried by Acc-Clearing-Location."
Acc,5,Acc-Service-Profile,17,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Acc-Service-Profile."
Acc,5,Acc-Request-Type,18,,integer,4,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Acc-Request-Type; the dictionary supplies wire metadata, not a complete behavioral specification."
